product_id,name,category,brand,price,tags
671,GlowUp Toys & Games Item 671,Toys & Games,GlowUp,13.42,Budget
672,ComfortPlus Clothing Item 672,Clothing,ComfortPlus,10.61,Budget|Mid-Range|Summer Wear
673,ElectraWave Health & Wellness Item 673,Health & Wellness,ElectraWave,24.15,Budget
674,TrailBlaze Home & Kitchen Item 674,Home & Kitchen,TrailBlaze,40.42,Handmade|Mid-Range
675,UrbanEdge Books Item 675,Books,UrbanEdge,24.78,Budget
676,TechNova Beauty Item 676,Beauty,TechNova,51.18,Mid-Range
677,WellnessHub Sports & Outdoors Item 677,Sports & Outdoors,WellnessHub,14.22,Budget
678,AutoPro Automotive Item 678,Automotive,AutoPro,6.88,Budget|Mid-Range
679,HomeHaven Grocery Item 679,Grocery,HomeHaven,14.05,Budget|Organic
680,FunZone Books Item 680,Books,FunZone,94.45,Mid-Range|Summer Wear
681,VitaLife Clothing Item 681,Clothing,VitaLife,41.66,Mid-Range
682,UrbanEdge Automotive Item 682,Automotive,UrbanEdge,20.68,Budget|Cruelty-Free
683,WellnessHub Grocery Item 683,Grocery,WellnessHub,13.39,Budget|Premium
684,ComfortPlus Electronics Item 684,Electronics,ComfortPlus,17.03,Budget
685,UrbanEdge Electronics Item 685,Electronics,UrbanEdge,205.66,Premium
686,ComfortPlus Automotive Item 686,Automotive,ComfortPlus,125.02,New Arrival|Premium
687,TrailBlaze Clothing Item 687,Clothing,TrailBlaze,59.82,Mid-Range|New Arrival
688,TechNova Beauty Item 688,Beauty,TechNova,72.33,Discounted|Mid-Range|Organic
689,ElectraWave Electronics Item 689,Electronics,ElectraWave,70.69,Eco-Friendly|Handmade|Mid-Range
690,GlowUp Automotive Item 690,Automotive,GlowUp,41.89,Locally Made|Mid-Range
691,NatureBite Clothing Item 691,Clothing,NatureBite,44.14,Cruelty-Free|Mid-Range
692,GlowUp Home & Kitchen Item 692,Home & Kitchen,GlowUp,28.41,Mid-Range
693,VitaLife Books Item 693,Books,VitaLife,46.23,Discounted|Mid-Range|Summer Wear
694,StyleCraft Books Item 694,Books,StyleCraft,42.21,Mid-Range
695,DriveMax Books Item 695,Books,DriveMax,31.73,Mid-Range
696,PlayStar Health & Wellness Item 696,Health & Wellness,PlayStar,47.93,Imported|Mid-Range|Winter Wear
697,UrbanEdge Sports & Outdoors Item 697,Sports & Outdoors,UrbanEdge,17.75,Budget
698,HomeHaven Home & Kitchen Item 698,Home & Kitchen,HomeHaven,10.75,Budget|Organic
699,TrailBlaze Clothing Item 699,Clothing,TrailBlaze,56.68,Limited Edition|Mid-Range|New Arrival
700,TrailBlaze Automotive Item 700,Automotive,TrailBlaze,14.99,Budget
701,PageTurner Automotive Item 701,Automotive,PageTurner,22.25,Budget|Cruelty-Free|Limited Edition
702,ReadMore Electronics Item 702,Electronics,ReadMore,195.73,Premium
703,ReadMore Clothing Item 703,Clothing,ReadMore,13.34,Budget|Eco-Friendly|Summer Wear
704,FunZone Toys & Games Item 704,Toys & Games,FunZone,15.23,Budget|Eco-Friendly
705,HomeHaven Clothing Item 705,Clothing,HomeHaven,7.71,Budget|Limited Edition
706,TechNova Clothing Item 706,Clothing,TechNova,57.21,Mid-Range
707,PageTurner Home & Kitchen Item 707,Home & Kitchen,PageTurner,65.14,Cruelty-Free|Mid-Range|New Arrival
708,StyleCraft Health & Wellness Item 708,Health & Wellness,StyleCraft,17.82,Budget|Cruelty-Free|Premium
709,StyleCraft Automotive Item 709,Automotive,StyleCraft,65.93,Mid-Range
710,ComfortPlus Automotive Item 710,Automotive,ComfortPlus,72.01,Locally Made|Mid-Range
711,AutoPro Books Item 711,Books,AutoPro,62.0,Mid-Range
712,TechNova Toys & Games Item 712,Toys & Games,TechNova,12.34,Budget
713,PlayStar Clothing Item 713,Clothing,PlayStar,58.26,Mid-Range
714,TechNova Clothing Item 714,Clothing,TechNova,8.43,Budget
715,PageTurner Toys & Games Item 715,Toys & Games,PageTurner,23.17,Budget
716,FunZone Automotive Item 716,Automotive,FunZone,7.99,Budget|Eco-Friendly
717,ReadMore Health & Wellness Item 717,Health & Wellness,ReadMore,10.17,Budget
718,DriveMax Clothing Item 718,Clothing,DriveMax,9.01,Budget|New Arrival|Premium
719,StyleCraft Grocery Item 719,Grocery,StyleCraft,18.66,Budget|Premium|Winter Wear
720,HomeHaven Books Item 720,Books,HomeHaven,50.85,Mid-Range
721,PureSkin Toys & Games Item 721,Toys & Games,PureSkin,53.5,Mid-Range
722,HomeHaven Home & Kitchen Item 722,Home & Kitchen,HomeHaven,19.14,Budget
723,ComfortPlus Automotive Item 723,Automotive,ComfortPlus,31.14,Mid-Range
724,TechNova Sports & Outdoors Item 724,Sports & Outdoors,TechNova,91.56,Mid-Range
725,FreshPick Sports & Outdoors Item 725,Sports & Outdoors,FreshPick,8.87,Budget|Limited Edition|Locally Made
726,VitaLife Home & Kitchen Item 726,Home & Kitchen,VitaLife,137.96,Premium|Trending
727,VitaLife Health & Wellness Item 727,Health & Wellness,VitaLife,5.24,Budget
728,HomeHaven Electronics Item 728,Electronics,HomeHaven,13.27,Budget|Cruelty-Free|Summer Wear
729,UrbanEdge Health & Wellness Item 729,Health & Wellness,UrbanEdge,61.29,Budget|Handmade|Mid-Range
730,VitaLife Electronics Item 730,Electronics,VitaLife,11.3,Budget|Mid-Range
731,PlayStar Health & Wellness Item 731,Health & Wellness,PlayStar,57.16,Best Seller|Discounted|Mid-Range
732,VitaLife Home & Kitchen Item 732,Home & Kitchen,VitaLife,10.47,Budget
733,HomeHaven Automotive Item 733,Automotive,HomeHaven,14.12,Budget|Cruelty-Free|Organic
734,AutoPro Health & Wellness Item 734,Health & Wellness,AutoPro,46.38,Mid-Range
735,StyleCraft Automotive Item 735,Automotive,StyleCraft,79.23,Imported|Mid-Range
736,UrbanEdge Sports & Outdoors Item 736,Sports & Outdoors,UrbanEdge,31.67,Eco-Friendly|Limited Edition|Mid-Range
737,VitaLife Health & Wellness Item 737,Health & Wellness,VitaLife,46.62,Mid-Range
738,ActivePeak Electronics Item 738,Electronics,ActivePeak,171.45,Premium
739,FunZone Beauty Item 739,Beauty,FunZone,36.87,Mid-Range|Trending
740,DriveMax Home & Kitchen Item 740,Home & Kitchen,DriveMax,165.99,Discounted|Premium
741,FreshPick Automotive Item 741,Automotive,FreshPick,2.12,Budget
742,ElectraWave Toys & Games Item 742,Toys & Games,ElectraWave,24.21,Budget|Discounted|Premium
743,ReadMore Automotive Item 743,Automotive,ReadMore,27.73,Budget|Limited Edition|Mid-Range
744,TechNova Automotive Item 744,Automotive,TechNova,86.58,Mid-Range
745,PageTurner Sports & Outdoors Item 745,Sports & Outdoors,PageTurner,22.2,Budget|Imported
746,StyleCraft Sports & Outdoors Item 746,Sports & Outdoors,StyleCraft,18.97,Budget|Organic|Trending
747,PageTurner Beauty Item 747,Beauty,PageTurner,8.51,Budget|Premium
748,PureSkin Beauty Item 748,Beauty,PureSkin,11.84,Budget
749,ComfortPlus Beauty Item 749,Beauty,ComfortPlus,43.7,Mid-Range|Winter Wear
750,NatureBite Electronics Item 750,Electronics,NatureBite,18.49,Budget|Trending
751,ElectraWave Beauty Item 751,Beauty,ElectraWave,21.3,Budget
752,DriveMax Toys & Games Item 752,Toys & Games,DriveMax,260.29,Premium
753,TechNova Health & Wellness Item 753,Health & Wellness,TechNova,726.7,Premium
754,DriveMax Sports & Outdoors Item 754,Sports & Outdoors,DriveMax,53.77,Eco-Friendly|Mid-Range
755,PureSkin Books Item 755,Books,PureSkin,21.24,Budget|Imported|Limited Edition
756,PageTurner Clothing Item 756,Clothing,PageTurner,38.02,Discounted|Mid-Range
757,WellnessHub Home & Kitchen Item 757,Home & Kitchen,WellnessHub,28.17,Mid-Range
758,NatureBite Grocery Item 758,Grocery,NatureBite,71.8,Mid-Range|New Arrival
759,VitaLife Toys & Games Item 759,Toys & Games,VitaLife,72.16,Limited Edition|Mid-Range
760,AutoPro Automotive Item 760,Automotive,AutoPro,59.46,Budget|Mid-Range
761,PlayStar Automotive Item 761,Automotive,PlayStar,25.5,Cruelty-Free|Mid-Range|Organic
762,TrailBlaze Books Item 762,Books,TrailBlaze,22.25,Budget
763,HomeHaven Health & Wellness Item 763,Health & Wellness,HomeHaven,24.99,Budget
764,PageTurner Sports & Outdoors Item 764,Sports & Outdoors,PageTurner,11.26,Best Seller|Budget
765,ReadMore Electronics Item 765,Electronics,ReadMore,71.1,Mid-Range
766,PageTurner Automotive Item 766,Automotive,PageTurner,7.63,Budget|Cruelty-Free|New Arrival
767,FunZone Sports & Outdoors Item 767,Sports & Outdoors,FunZone,56.79,Mid-Range
768,UrbanEdge Toys & Games Item 768,Toys & Games,UrbanEdge,35.34,Handmade|Mid-Range|Summer Wear
769,StyleCraft Grocery Item 769,Grocery,StyleCraft,23.45,Budget|Imported|Winter Wear
770,UrbanEdge Grocery Item 770,Grocery,UrbanEdge,19.6,Budget|Cruelty-Free|Winter Wear
771,TechNova Sports & Outdoors Item 771,Sports & Outdoors,TechNova,3.46,Budget
772,ReadMore Home & Kitchen Item 772,Home & Kitchen,ReadMore,53.82,Mid-Range
773,FreshPick Automotive Item 773,Automotive,FreshPick,34.12,Mid-Range
774,TechNova Beauty Item 774,Beauty,TechNova,37.51,Eco-Friendly|Mid-Range|Organic
775,TechNova Automotive Item 775,Automotive,TechNova,18.47,Best Seller|Budget
776,GlowUp Electronics Item 776,Electronics,GlowUp,25.05,Cruelty-Free|Locally Made|Mid-Range
777,TechNova Health & Wellness Item 777,Health & Wellness,TechNova,45.83,Mid-Range
778,VitaLife Home & Kitchen Item 778,Home & Kitchen,VitaLife,16.96,Budget
779,PageTurner Beauty Item 779,Beauty,PageTurner,32.35,Mid-Range
780,UrbanEdge Grocery Item 780,Grocery,UrbanEdge,19.87,Budget|Winter Wear
781,ReadMore Beauty Item 781,Beauty,ReadMore,14.94,Budget|Locally Made|Winter Wear
782,VitaLife Books Item 782,Books,VitaLife,13.41,Budget|Discounted
783,PlayStar Sports & Outdoors Item 783,Sports & Outdoors,PlayStar,20.2,Budget|Imported|Premium
784,PageTurner Books Item 784,Books,PageTurner,94.81,Mid-Range
785,DriveMax Automotive Item 785,Automotive,DriveMax,67.33,Eco-Friendly|Mid-Range
786,ActivePeak Grocery Item 786,Grocery,ActivePeak,176.11,Discounted|Eco-Friendly|Premium
787,PageTurner Sports & Outdoors Item 787,Sports & Outdoors,PageTurner,31.81,Locally Made|Mid-Range
788,ElectraWave Automotive Item 788,Automotive,ElectraWave,37.69,Best Seller|Mid-Range
789,ActivePeak Automotive Item 789,Automotive,ActivePeak,35.36,Mid-Range|Organic|Summer Wear
790,DriveMax Automotive Item 790,Automotive,DriveMax,113.11,Premium|Summer Wear
791,ComfortPlus Electronics Item 791,Electronics,ComfortPlus,96.0,Budget|Mid-Range
792,TrailBlaze Books Item 792,Books,TrailBlaze,48.2,Best Seller|Mid-Range
793,VitaLife Toys & Games Item 793,Toys & Games,VitaLife,216.4,Premium
794,TrailBlaze Toys & Games Item 794,Toys & Games,TrailBlaze,6.65,Budget
795,AutoPro Health & Wellness Item 795,Health & Wellness,AutoPro,36.86,Best Seller|Handmade|Mid-Range
796,UrbanEdge Clothing Item 796,Clothing,UrbanEdge,36.6,Limited Edition|Mid-Range
797,ComfortPlus Books Item 797,Books,ComfortPlus,240.39,Limited Edition|Premium|Summer Wear
798,WellnessHub Books Item 798,Books,WellnessHub,100.08,Imported|Premium
799,FreshPick Clothing Item 799,Clothing,FreshPick,88.11,Budget|Mid-Range|Winter Wear
800,TechNova Electronics Item 800,Electronics,TechNova,66.97,Mid-Range|New Arrival
801,PageTurner Grocery Item 801,Grocery,PageTurner,142.85,Best Seller|New Arrival|Premium
802,ActivePeak Clothing Item 802,Clothing,ActivePeak,26.37,Mid-Range
803,ElectraWave Grocery Item 803,Grocery,ElectraWave,36.66,Eco-Friendly|Mid-Range
804,FunZone Clothing Item 804,Clothing,FunZone,8.32,Budget|Winter Wear
805,WellnessHub Health & Wellness Item 805,Health & Wellness,WellnessHub,129.34,Premium
806,VitaLife Automotive Item 806,Automotive,VitaLife,84.47,Cruelty-Free|Mid-Range|Organic
807,PageTurner Books Item 807,Books,PageTurner,57.42,Mid-Range
808,VitaLife Health & Wellness Item 808,Health & Wellness,VitaLife,60.99,Best Seller|Mid-Range
809,ElectraWave Sports & Outdoors Item 809,Sports & Outdoors,ElectraWave,103.33,Limited Edition|Premium
810,DriveMax Electronics Item 810,Electronics,DriveMax,80.59,Mid-Range
811,FunZone Health & Wellness Item 811,Health & Wellness,FunZone,79.39,Budget|Mid-Range|Winter Wear
812,ActivePeak Automotive Item 812,Automotive,ActivePeak,36.22,Mid-Range
813,HomeHaven Health & Wellness Item 813,Health & Wellness,HomeHaven,9.85,Budget|Cruelty-Free|Summer Wear
814,FreshPick Books Item 814,Books,FreshPick,139.88,Cruelty-Free|Premium
815,TrailBlaze Grocery Item 815,Grocery,TrailBlaze,97.45,Mid-Range
816,ComfortPlus Grocery Item 816,Grocery,ComfortPlus,25.96,Discounted|Limited Edition|Mid-Range
817,NatureBite Health & Wellness Item 817,Health & Wellness,NatureBite,38.92,Mid-Range|Winter Wear
818,FreshPick Grocery Item 818,Grocery,FreshPick,57.16,Mid-Range
819,FunZone Electronics Item 819,Electronics,FunZone,55.19,Mid-Range
820,TechNova Home & Kitchen Item 820,Home & Kitchen,TechNova,97.1,Handmade|Mid-Range
821,NatureBite Grocery Item 821,Grocery,NatureBite,47.31,Mid-Range
822,PureSkin Sports & Outdoors Item 822,Sports & Outdoors,PureSkin,31.18,Mid-Range
823,ElectraWave Electronics Item 823,Electronics,ElectraWave,63.87,Imported|Mid-Range
824,TechNova Grocery Item 824,Grocery,TechNova,24.23,Budget
825,ComfortPlus Home & Kitchen Item 825,Home & Kitchen,ComfortPlus,158.89,Premium
826,PureSkin Beauty Item 826,Beauty,PureSkin,8.81,Best Seller|Budget
827,NatureBite Electronics Item 827,Electronics,NatureBite,157.78,Discounted|Premium
828,FreshPick Sports & Outdoors Item 828,Sports & Outdoors,FreshPick,47.08,Cruelty-Free|Locally Made|Mid-Range
829,ComfortPlus Books Item 829,Books,ComfortPlus,23.69,Budget|Premium|Summer Wear
830,PureSkin Sports & Outdoors Item 830,Sports & Outdoors,PureSkin,47.09,Eco-Friendly|Handmade|Mid-Range
831,ComfortPlus Health & Wellness Item 831,Health & Wellness,ComfortPlus,17.3,Budget
832,ReadMore Clothing Item 832,Clothing,ReadMore,15.47,Budget|Discounted|Summer Wear
833,FunZone Books Item 833,Books,FunZone,93.11,Mid-Range
834,ActivePeak Electronics Item 834,Electronics,ActivePeak,83.67,Limited Edition|Mid-Range
835,PageTurner Toys & Games Item 835,Toys & Games,PageTurner,49.89,Mid-Range
836,PureSkin Automotive Item 836,Automotive,PureSkin,67.88,Mid-Range
837,ReadMore Toys & Games Item 837,Toys & Games,ReadMore,9.43,Budget
838,PageTurner Beauty Item 838,Beauty,PageTurner,177.08,Premium
839,PageTurner Grocery Item 839,Grocery,PageTurner,10.07,Budget|Cruelty-Free|Limited Edition
840,FunZone Grocery Item 840,Grocery,FunZone,72.6,Mid-Range|Premium
841,AutoPro Automotive Item 841,Automotive,AutoPro,31.66,Budget|Mid-Range
842,ActivePeak Home & Kitchen Item 842,Home & Kitchen,ActivePeak,46.51,Imported|Mid-Range
843,PureSkin Home & Kitchen Item 843,Home & Kitchen,PureSkin,8.69,Budget
844,FunZone Sports & Outdoors Item 844,Sports & Outdoors,FunZone,35.82,Mid-Range
845,FreshPick Health & Wellness Item 845,Health & Wellness,FreshPick,45.11,Handmade|Mid-Range|Organic
846,PageTurner Grocery Item 846,Grocery,PageTurner,14.88,Budget|Discounted|Trending
847,FunZone Beauty Item 847,Beauty,FunZone,200.54,Premium
848,NatureBite Home & Kitchen Item 848,Home & Kitchen,NatureBite,400.51,Premium
849,GlowUp Electronics Item 849,Electronics,GlowUp,18.71,Budget|Mid-Range|Winter Wear
850,UrbanEdge Grocery Item 850,Grocery,UrbanEdge,371.6,Locally Made|Premium
851,ComfortPlus Toys & Games Item 851,Toys & Games,ComfortPlus,35.52,Budget|Eco-Friendly|Mid-Range
852,UrbanEdge Toys & Games Item 852,Toys & Games,UrbanEdge,72.71,Mid-Range
853,WellnessHub Grocery Item 853,Grocery,WellnessHub,15.4,Best Seller|Budget
854,VitaLife Electronics Item 854,Electronics,VitaLife,5.19,Budget
855,StyleCraft Sports & Outdoors Item 855,Sports & Outdoors,StyleCraft,109.03,Budget|Premium
856,GlowUp Electronics Item 856,Electronics,GlowUp,25.39,Mid-Range
857,PlayStar Toys & Games Item 857,Toys & Games,PlayStar,13.69,Budget|Discounted
858,GlowUp Automotive Item 858,Automotive,GlowUp,250.16,Limited Edition|Premium|Trending
859,NatureBite Automotive Item 859,Automotive,NatureBite,62.23,Mid-Range|Summer Wear|Trending
860,StyleCraft Health & Wellness Item 860,Health & Wellness,StyleCraft,29.16,Best Seller|Mid-Range
861,PureSkin Books Item 861,Books,PureSkin,25.44,Handmade|Mid-Range|New Arrival
862,NatureBite Grocery Item 862,Grocery,NatureBite,6.99,Budget|Discounted|Limited Edition
863,ElectraWave Grocery Item 863,Grocery,ElectraWave,25.18,Best Seller|Mid-Range|Summer Wear
864,DriveMax Books Item 864,Books,DriveMax,129.98,Premium
865,PageTurner Home & Kitchen Item 865,Home & Kitchen,PageTurner,138.31,Discounted|Premium|Trending
866,ActivePeak Toys & Games Item 866,Toys & Games,ActivePeak,61.76,Mid-Range
867,PlayStar Automotive Item 867,Automotive,PlayStar,224.85,Mid-Range|Premium
868,ActivePeak Grocery Item 868,Grocery,ActivePeak,33.61,Mid-Range
869,FunZone Grocery Item 869,Grocery,FunZone,21.55,Budget|Discounted|Mid-Range
870,VitaLife Grocery Item 870,Grocery,VitaLife,33.43,Mid-Range|Winter Wear
871,FunZone Beauty Item 871,Beauty,FunZone,37.97,Mid-Range
872,TechNova Home & Kitchen Item 872,Home & Kitchen,TechNova,58.39,Locally Made|Mid-Range|Premium
873,AutoPro Beauty Item 873,Beauty,AutoPro,11.62,Budget
874,UrbanEdge Automotive Item 874,Automotive,UrbanEdge,16.66,Budget|Eco-Friendly|Winter Wear
875,PureSkin Home & Kitchen Item 875,Home & Kitchen,PureSkin,37.97,Locally Made|Mid-Range
876,WellnessHub Beauty Item 876,Beauty,WellnessHub,43.28,Handmade|Mid-Range
877,ReadMore Sports & Outdoors Item 877,Sports & Outdoors,ReadMore,457.82,Discounted|Premium
878,UrbanEdge Toys & Games Item 878,Toys & Games,UrbanEdge,30.4,Mid-Range
879,PureSkin Health & Wellness Item 879,Health & Wellness,PureSkin,119.44,Premium
880,DriveMax Home & Kitchen Item 880,Home & Kitchen,DriveMax,16.46,Budget|Limited Edition
881,DriveMax Toys & Games Item 881,Toys & Games,DriveMax,9.71,Budget|Premium
882,FunZone Health & Wellness Item 882,Health & Wellness,FunZone,15.78,Budget
883,PureSkin Home & Kitchen Item 883,Home & Kitchen,PureSkin,26.26,Mid-Range
884,GlowUp Automotive Item 884,Automotive,GlowUp,60.16,Mid-Range
885,ElectraWave Toys & Games Item 885,Toys & Games,ElectraWave,53.01,Mid-Range|New Arrival
886,TechNova Sports & Outdoors Item 886,Sports & Outdoors,TechNova,35.9,Mid-Range
887,ActivePeak Home & Kitchen Item 887,Home & Kitchen,ActivePeak,14.0,Budget|Premium
888,TechNova Home & Kitchen Item 888,Home & Kitchen,TechNova,52.21,Mid-Range|New Arrival
889,ComfortPlus Grocery Item 889,Grocery,ComfortPlus,66.45,Mid-Range
890,DriveMax Grocery Item 890,Grocery,DriveMax,29.94,Imported|Mid-Range
891,ActivePeak Books Item 891,Books,ActivePeak,62.33,Mid-Range
892,FreshPick Beauty Item 892,Beauty,FreshPick,42.39,Mid-Range
893,HomeHaven Home & Kitchen Item 893,Home & Kitchen,HomeHaven,569.81,Best Seller|Premium|Trending
894,HomeHaven Toys & Games Item 894,Toys & Games,HomeHaven,20.33,Budget|Limited Edition
895,FreshPick Grocery Item 895,Grocery,FreshPick,20.61,Budget|Premium
896,PlayStar Beauty Item 896,Beauty,PlayStar,6.0,Best Seller|Budget|Winter Wear
897,ReadMore Toys & Games Item 897,Toys & Games,ReadMore,6.25,Budget|Cruelty-Free
898,UrbanEdge Home & Kitchen Item 898,Home & Kitchen,UrbanEdge,121.43,Locally Made|Premium
899,ReadMore Electronics Item 899,Electronics,ReadMore,27.72,Mid-Range|New Arrival|Organic
900,ElectraWave Toys & Games Item 900,Toys & Games,ElectraWave,27.14,Mid-Range|Organic
901,ComfortPlus Grocery Item 901,Grocery,ComfortPlus,5.55,Budget|Cruelty-Free|Mid-Range
902,ElectraWave Sports & Outdoors Item 902,Sports & Outdoors,ElectraWave,59.76,Mid-Range
903,FreshPick Automotive Item 903,Automotive,FreshPick,106.67,Premium
904,FreshPick Home & Kitchen Item 904,Home & Kitchen,FreshPick,83.73,Discounted|Mid-Range|New Arrival
905,TechNova Electronics Item 905,Electronics,TechNova,50.42,Imported|Mid-Range
906,TechNova Toys & Games Item 906,Toys & Games,TechNova,12.98,Budget|Limited Edition
907,PageTurner Beauty Item 907,Beauty,PageTurner,30.84,Mid-Range|Premium
908,PureSkin Toys & Games Item 908,Toys & Games,PureSkin,5.19,Budget|Handmade
909,GlowUp Home & Kitchen Item 909,Home & Kitchen,GlowUp,205.38,Premium
910,WellnessHub Books Item 910,Books,WellnessHub,23.82,Budget
911,GlowUp Electronics Item 911,Electronics,GlowUp,20.23,Budget|Summer Wear|Trending
912,ElectraWave Grocery Item 912,Grocery,ElectraWave,68.18,Handmade|Mid-Range|Winter Wear
913,ActivePeak Health & Wellness Item 913,Health & Wellness,ActivePeak,6.3,Budget
914,PlayStar Electronics Item 914,Electronics,PlayStar,76.65,Cruelty-Free|Mid-Range
915,HomeHaven Books Item 915,Books,HomeHaven,15.66,Budget|Limited Edition
916,ElectraWave Grocery Item 916,Grocery,ElectraWave,88.49,Best Seller|Discounted|Mid-Range
917,AutoPro Electronics Item 917,Electronics,AutoPro,30.0,Eco-Friendly|Mid-Range
918,HomeHaven Sports & Outdoors Item 918,Sports & Outdoors,HomeHaven,24.41,Budget|Eco-Friendly|New Arrival
919,FreshPick Clothing Item 919,Clothing,FreshPick,21.67,Budget
920,VitaLife Automotive Item 920,Automotive,VitaLife,39.78,Handmade|Mid-Range|New Arrival
921,TechNova Books Item 921,Books,TechNova,113.52,Cruelty-Free|Premium
922,StyleCraft Beauty Item 922,Beauty,StyleCraft,23.83,Budget|Summer Wear
923,DriveMax Books Item 923,Books,DriveMax,41.72,Mid-Range|Trending
924,VitaLife Sports & Outdoors Item 924,Sports & Outdoors,VitaLife,12.59,Budget
925,FunZone Clothing Item 925,Clothing,FunZone,27.72,Mid-Range
926,FunZone Home & Kitchen Item 926,Home & Kitchen,FunZone,43.9,Discounted|Mid-Range
927,UrbanEdge Automotive Item 927,Automotive,UrbanEdge,24.08,Budget
928,ElectraWave Toys & Games Item 928,Toys & Games,ElectraWave,8.31,Budget
929,TrailBlaze Books Item 929,Books,TrailBlaze,210.71,Premium
930,PageTurner Electronics Item 930,Electronics,PageTurner,3.21,Budget
931,AutoPro Toys & Games Item 931,Toys & Games,AutoPro,78.76,Mid-Range|Organic
932,DriveMax Electronics Item 932,Electronics,DriveMax,15.77,Budget
933,ComfortPlus Beauty Item 933,Beauty,ComfortPlus,23.37,Budget
934,FunZone Automotive Item 934,Automotive,FunZone,10.49,Budget
935,NatureBite Automotive Item 935,Automotive,NatureBite,22.02,Budget
936,FunZone Sports & Outdoors Item 936,Sports & Outdoors,FunZone,67.63,Discounted|Locally Made|Mid-Range
937,TechNova Electronics Item 937,Electronics,TechNova,11.11,Budget|Premium
938,PureSkin Health & Wellness Item 938,Health & Wellness,PureSkin,45.38,Mid-Range
939,FunZone Beauty Item 939,Beauty,FunZone,33.7,Mid-Range
940,WellnessHub Toys & Games Item 940,Toys & Games,WellnessHub,9.86,Budget
941,UrbanEdge Beauty Item 941,Beauty,UrbanEdge,49.49,Mid-Range
942,UrbanEdge Sports & Outdoors Item 942,Sports & Outdoors,UrbanEdge,9.01,Budget
943,HomeHaven Books Item 943,Books,HomeHaven,20.31,Best Seller|Budget|Premium
944,ActivePeak Toys & Games Item 944,Toys & Games,ActivePeak,15.55,Budget|Premium
945,VitaLife Toys & Games Item 945,Toys & Games,VitaLife,21.9,Budget|Mid-Range
946,AutoPro Books Item 946,Books,AutoPro,9.82,Budget
947,TechNova Home & Kitchen Item 947,Home & Kitchen,TechNova,11.52,Budget|Summer Wear
948,HomeHaven Home & Kitchen Item 948,Home & Kitchen,HomeHaven,8.43,Budget|Winter Wear
949,NatureBite Health & Wellness Item 949,Health & Wellness,NatureBite,45.65,Mid-Range|New Arrival
950,TechNova Beauty Item 950,Beauty,TechNova,26.28,Mid-Range
951,UrbanEdge Toys & Games Item 951,Toys & Games,UrbanEdge,382.34,Organic|Premium
952,TrailBlaze Toys & Games Item 952,Toys & Games,TrailBlaze,7.41,Budget|Summer Wear|Trending
953,ElectraWave Beauty Item 953,Beauty,ElectraWave,8.84,Budget
954,ReadMore Sports & Outdoors Item 954,Sports & Outdoors,ReadMore,24.13,Budget
955,ComfortPlus Home & Kitchen Item 955,Home & Kitchen,ComfortPlus,41.32,Eco-Friendly|Mid-Range|Premium
956,TechNova Books Item 956,Books,TechNova,11.01,Budget
957,ComfortPlus Books Item 957,Books,ComfortPlus,80.51,Mid-Range
958,UrbanEdge Health & Wellness Item 958,Health & Wellness,UrbanEdge,7.99,Budget|Eco-Friendly|Locally Made
959,FunZone Sports & Outdoors Item 959,Sports & Outdoors,FunZone,70.47,Cruelty-Free|Discounted|Mid-Range
960,PureSkin Sports & Outdoors Item 960,Sports & Outdoors,PureSkin,40.8,Mid-Range|Winter Wear
961,DriveMax Toys & Games Item 961,Toys & Games,DriveMax,35.45,Mid-Range
962,ReadMore Beauty Item 962,Beauty,ReadMore,24.43,Budget|Trending
963,UrbanEdge Clothing Item 963,Clothing,UrbanEdge,66.89,Handmade|Mid-Range
964,ElectraWave Automotive Item 964,Automotive,ElectraWave,122.48,Imported|Premium
965,ElectraWave Sports & Outdoors Item 965,Sports & Outdoors,ElectraWave,31.81,Imported|Mid-Range|New Arrival
966,ElectraWave Sports & Outdoors Item 966,Sports & Outdoors,ElectraWave,22.03,Budget
967,PageTurner Beauty Item 967,Beauty,PageTurner,88.96,Mid-Range
968,AutoPro Grocery Item 968,Grocery,AutoPro,88.52,Limited Edition|Mid-Range|Premium
969,PureSkin Sports & Outdoors Item 969,Sports & Outdoors,PureSkin,126.5,Cruelty-Free|Premium
970,HomeHaven Health & Wellness Item 970,Health & Wellness,HomeHaven,14.82,Budget|Winter Wear
971,TrailBlaze Health & Wellness Item 971,Health & Wellness,TrailBlaze,17.85,Best Seller|Budget|Summer Wear
972,HomeHaven Clothing Item 972,Clothing,HomeHaven,41.87,Discounted|Locally Made|Mid-Range
973,NatureBite Health & Wellness Item 973,Health & Wellness,NatureBite,45.27,Mid-Range
974,ComfortPlus Sports & Outdoors Item 974,Sports & Outdoors,ComfortPlus,69.71,Mid-Range|Premium
975,AutoPro Automotive Item 975,Automotive,AutoPro,23.16,Best Seller|Budget
976,GlowUp Electronics Item 976,Electronics,GlowUp,17.78,Budget
977,FunZone Beauty Item 977,Beauty,FunZone,109.58,Premium
978,FunZone Clothing Item 978,Clothing,FunZone,43.97,Cruelty-Free|Handmade|Mid-Range
979,ComfortPlus Electronics Item 979,Electronics,ComfortPlus,60.45,Mid-Range|Premium|Winter Wear
980,ReadMore Grocery Item 980,Grocery,ReadMore,17.29,Budget|Premium
981,ActivePeak Clothing Item 981,Clothing,ActivePeak,81.06,Mid-Range
